ID,Mixture_Model,Model_Count
R17574,"MIX{TPM3u+FO,TPM3,JC}+I+R2",3
R17576,K2P,1
R17578,TPM3+G4,1
R17583,"MIX{TPM3u+FO,TPM2u+FO}+G4",2
R17599,"MIX{TPM3u+FO,TIM2+FO}+G4",2
R17613,TNe+G4,1
R17688,"MIX{HKY+FO,JC}+I+G4",2
R17701,"MIX{TN+FO,JC}+I",2
R17702,TPM3u+FO+G4,1
R17703,TPM3u+FO+I,1
R17713,"MIX{HKY+FO,K2P}+G4",2
R17720,"MIX{TPM3u+FO,TPM3}+G4",2
R17726,TPM3+G4,1
R17745,TPM2+I,1
R17751,"MIX{TPM3u+FO,TIMe}+G4",2
R17764,"MIX{TIM3e,TNe}+G4",2
R17772,"MIX{HKY+FO,JC}+G4",2
R17773,K2P+G4,1
R17774,TIM3e+G4,1
R17778,"MIX{TVM+FO,TN+FO}+G4",2
R17800,HKY+FO+G4,1
R17882,"MIX{TIM2e,TPM3}+G4",2
R17903,"MIX{TVM+FO,K3P,K3Pu+FO,TNe}+R3",4
R17907,"MIX{TPM2u+FO,JC}+G4",2
